Label,Brand,Name,Price,Rank,Ingredients,Combination,Dry,Normal,Oily,Sensitive
"Moisturizer,Paula's Choice,Paula's Choice CALM Redness Relief Moisturizer SPF 30 15ml,12,4.1,""Water, Snail Secretion Filtrate, Phenyl Trimethicone, Dimethicone, Butylene Glycol, Butylene Glycol Dicaprylate/Dicaprate, Orbignya Oleifera Seed Oil*"",0,0,1,0,1"
"Serum,Neutrogena,Neutrogena Cellular Boost Concentrate Serum 100ml,71,4.9,""Water , Dicaprylyl Carbonate , Glycerin , Cetearyl Alcohol , Cetearyl Olivate , Sorbitan Olivate , Sclerocarya Birrea Seed Oil , Bacillus/Soybean/ Folic Acid Ferment Extract"",1,1,1,1,0"
Treatment,REN Clean Skincare,REN Clean Skincare Evercalm Global Protection Day Cream 250ml,111,4.7,Caprylic/Capric Triglyceride Dicaprylyl Carbonate Squalane Rosa Canina Fruit Oil Oenothera Biennis Oil,0,1,1,1,0
"Treatment,Bioderma,Bioderma Nodé Detox Shampoo 250ml,30,4.8,""Water, Glycerin, Caprylic/ Capric Triglyceride, Isopropyl Isostearate, Pseudozyma Epicola/Camellia Sinensis Seed Oil/Glucose/Glycine Soja Meal"",1,1,1,0,1"
"Treatment,REN Clean Skincare,REN Clean Skincare Overnight Glow Dark Spot Sleeping Cream 250ml,79,3.5,""Algae (Seaweed) Extract, Mineral Oil, Petrolatum, Glycerin, Isohexadecane, Microcrystalline Wax, Lanolin Alcohol, Citrus Aurantifolia (Lime) Extract, Sesamum Indicum (Sesame) Seed Oil, Eucalyptus Globulus (Eucalyptus) Leaf Oil *."",1,1,1,0,0"
"Serum,Estée Lauder,Estée Lauder Advanced Night Repair Serum 250ml,90,4.0,""Water,Saccharomyces/Camellia Sinensis Leaf/Cladosiphon Okamuranus/Rice Ferment Filtrate*,Dimethicone,Propanediol,Glycerin"",1,0,1,0,1"
"Treatment,La Roche-Posay,La Roche-Posay Anthelios Invisible Fluid SPF50+ 56.7g,88,4.9,""Algae (Seaweed) Extract , Mineral Oil , Petrolatum , Glycerin , Isohexadecane , Microcrystalline Wax , Lanolin Alcohol , Citrus Aurantifolia (Lime) Extract , Sesamum Indicum (Sesame) Seed Oil , Eucalyptus Globulus (Eucalyptus) Leaf Oil"",1,1,1,1,0"
"Serum,Skinceuticals Discoloration,Skinceuticals Discoloration Defense Serum 30g,37,4.2,""Water, Lactic Acid, Propanediol, Jojoba Esters, Glycolic Acid, Potassium Hydroxide, Salix Alba (Willow) Bark Extract*"",1,1,1,1,0"
"Treatment,Clinique,Clinique Smart Night Custom-Repair Moisturiser 250ml,98,3.8,""Water, Glycerin, Caprylic/ Capric Triglyceride, Isopropyl Isostearate, Pseudozyma Epicola/Camellia Sinensis Seed Oil/Glucose/Glycine Soja Meal *."",0,1,1,0,1"
"Treatment,Clinique,Clinique Smart Night Custom-Repair Moisturiser 40ml,6,4.1,""Water , Lactic Acid , Propanediol , Jojoba Esters , Glycolic Acid , Potassium Hydroxide , Salix Alba (Willow) Bark Extract"",1,1,1,0,1"
Treatment,Clinique,Clinique Smart Night Custom-Repair Moisturiser 15ml,73,4.3,100% Unrefined Sclerocraya Birrea (Marula) Kernel Oil.,1,1,1,1,0
"Treatment,Neutrogena,Neutrogena Rapid Wrinkle Repair Retinol Cream 100ml,103,4.1,""Water , Lactic Acid , Propanediol , Jojoba Esters , Glycolic Acid , Potassium Hydroxide , Salix Alba (Willow) Bark Extract"",1,0,1,1,0"
"Serum,Olay Regenerist,Olay Regenerist Collagen Peptide24 Serum 150ml,22,4.1,""Water, Glycerin, Caprylic/ Capric Triglyceride, Isopropyl Isostearate, Pseudozyma Epicola/Camellia Sinensis Seed Oil/Glucose/Glycine Soja Meal*"",1,1,1,0,0"
"Treatment,Paula's Choice,Paula's Choice DEFENSE Antioxidant Pore Purifier 15ml,105,4.2,""Water , Lactic Acid , Propanediol , Jojoba Esters , Glycolic Acid , Potassium Hydroxide , Salix Alba (Willow) Bark Extract"",0,0,1,1,1"
"Serum,Murad,Murad Retinol Youth Renewal Serum 250ml,89,4.8,""Water, Lactic Acid, Propanediol, Jojoba Esters, Glycolic Acid, Potassium Hydroxide, Salix Alba (Willow) Bark Extract."",0,0,1,1,0"
"Treatment,Bioderma,Bioderma Sensibio H2O Micellar Water 30ml,89,4.8,""Water,Lactic Acid,Propanediol,Jojoba Esters,Glycolic Acid,Potassium Hydroxide,Salix Alba (Willow) Bark Extract"",1,1,1,0,0"
"Serum,PIXI,Pixi Overnight Glow Serum 30ml,97,4.4,""Galactomyces Ferment Filtrate (Pitera) , Butylene Glycol , Pentylene Glycol , Water , Sodium Benzoate , Methylparaben , Sorbic Acid."",0,1,0,0,1"
"Night Cream,CeraVe,CeraVe Skin Renewing Night Cream 200ml,74,3.9,""Water, Sodium Lauroyl Methyl Isethionate, Glycerin, Cocamidopropyl Betaine, Cocamidopropyl Hydroxysultaine, Sodium Methyl Oleoyl Taurate *."",0,1,1,0,0"
"Treatment,Bioderma,Bioderma Atoderm Intensive Baume 60ml,7,4.7,""Water , Glycerin , Caprylic/ Capric Triglyceride , Isopropyl Isostearate , Pseudozyma Epicola/Camellia Sinensis Seed Oil/Glucose/Glycine Soja Meal"",1,1,1,1,0"
Treatment,Olay Regenerist,Olay Regenerist Micro-Sculpting Cream 200ml,75,3.5,100% Unrefined Sclerocraya Birrea (Marula) Kernel Oil..,1,1,1,0,0
"Treatment,COSRX,COSRX AHA/BHA Clarifying Treatment Toner 200ml,55,4.8,""Water, Lactic Acid, Propanediol, Jojoba Esters, Glycolic Acid, Potassium Hydroxide, Salix Alba (Willow) Bark Extract."",1,1,1,0,0"
"Treatment,Murad,Murad Hydro-Dynamic Ultimate Moisture 200ml,53,4.7,""Galactomyces Ferment Filtrate (Pitera) , Butylene Glycol , Pentylene Glycol , Water , Sodium Benzoate , Methylparaben , Sorbic Acid."",1,1,1,0,1"
"Serum,Olay Regenerist,Olay Regenerist Collagen Peptide24 Serum 100ml,106,4.3,""Water, Dicaprylyl Carbonate, Glycerin, Cetearyl Alcohol, Cetearyl Olivate, Sorbitan Olivate, Sclerocarya Birrea Seed Oil, Bacillus/Soybean/ Folic Acid Ferment Extract"",1,1,0,0,0"
"Serum,Kiehl's Calendula,Kiehl's Calendula Serum-Infused Water Cream 50ml,29,4.3,""Water, Dicaprylyl Carbonate, Glycerin, Cetearyl Alcohol, Cetearyl Olivate, Sorbitan Olivate, Sclerocarya Birrea Seed Oil, Bacillus/Soybean/ Folic Acid Ferment Extract."",1,0,1,1,1"
"Cleanser,Estée Lauder,Estée Lauder Perfectly Clean Multi-Action Foam Cleanser 30ml,99,4.0,""Water, Lactic Acid, Propanediol, Jojoba Esters, Glycolic Acid, Potassium Hydroxide, Salix Alba (Willow) Bark Extract*"",1,1,1,0,1"
"Moisturizer,Paula's Choice,Paula's Choice CALM Redness Relief Moisturizer SPF 30 50ml,90,3.6,""Water, Sodium Lauroyl Methyl Isethionate, Glycerin, Cocamidopropyl Betaine, Cocamidopropyl Hydroxysultaine, Sodium Methyl Oleoyl Taurate."",0,1,1,0,1"
Treatment,Sunday Riley,Sunday Riley Tidal Brightening Enzyme Water Cream 30ml,51,4.5,100% Unrefined Sclerocraya Birrea (Marula) Kernel Oil.*,1,0,1,1,1
"Serum,Drunk Elephant,Drunk Elephant C-Firma Fresh Day Serum 20ml,47,4.0,""Algae (Seaweed) Extract , Mineral Oil , Petrolatum , Glycerin , Isohexadecane , Microcrystalline Wax , Lanolin Alcohol , Citrus Aurantifolia (Lime) Extract , Sesamum Indicum (Sesame) Seed Oil , Eucalyptus Globulus (Eucalyptus) Leaf Oil"",1,0,1,1,1"
"Treatment,La Roche-Posay,La Roche-Posay Effaclar Mat Moisturiser 30ml,12,4.0,""Water , Dicaprylyl Carbonate , Glycerin , Cetearyl Alcohol , Cetearyl Olivate , Sorbitan Olivate , Sclerocarya Birrea Seed Oil , Bacillus/Soybean/ Folic Acid Ferment Extract"",1,1,1,0,0"
"Sunscreen,Neutrogena,Neutrogena Ultra Sheer Dry-Touch Sunscreen SPF 50+ 40ml,120,3.8,""Algae (Seaweed) Extract, Mineral Oil, Petrolatum, Glycerin, Isohexadecane, Microcrystalline Wax, Lanolin Alcohol, Citrus Aurantifolia (Lime) Extract, Sesamum Indicum (Sesame) Seed Oil, Eucalyptus Globulus (Eucalyptus) Leaf Oil*"",1,1,1,1,1"
"Treatment,Skinceuticals Phyto,Skinceuticals Phyto Corrective Gel 150ml,92,4.8,""Water,Sodium Lauroyl Methyl Isethionate,Glycerin,Cocamidopropyl Betaine,Cocamidopropyl Hydroxysultaine,Sodium Methyl Oleoyl Taurate"",1,0,1,1,0"
"Treatment,Sunday Riley,Sunday Riley Tidal Brightening Enzyme Water Cream 250ml,65,4.4,""Water, Dicaprylyl Carbonate, Glycerin, Cetearyl Alcohol, Cetearyl Olivate, Sorbitan Olivate, Sclerocarya Birrea Seed Oil, Bacillus/Soybean/ Folic Acid Ferment Extract"",0,0,1,0,1"
"Treatment,Clinique,Clinique Dramatically Different Moisturising Lotion+ 150ml,112,3.9,""Galactomyces Ferment Filtrate (Pitera), Butylene Glycol, Pentylene Glycol, Water, Sodium Benzoate, Methylparaben, Sorbic Acid.."",1,0,1,1,0"
"Serum,La Roche-Posay,La Roche-Posay Hyalu B5 Serum 56.7g,67,4.3,""Algae (Seaweed) Extract, Mineral Oil, Petrolatum, Glycerin, Isohexadecane, Microcrystalline Wax, Lanolin Alcohol, Citrus Aurantifolia (Lime) Extract, Sesamum Indicum (Sesame) Seed Oil, Eucalyptus Globulus (Eucalyptus) Leaf Oil *."",1,0,1,1,0"
"Cleanser,La Roche-Posay,La Roche-Posay Toleriane Hydrating Gentle Cleanser 150ml,34,4.6,""Water, Glycerin, Caprylic/ Capric Triglyceride, Isopropyl Isostearate, Pseudozyma Epicola/Camellia Sinensis Seed Oil/Glucose/Glycine Soja Meal."",0,1,1,0,1"
"Eye Cream,Olay Eyes,Olay Eyes Ultimate Eye Cream 50ml,98,3.9,""Galactomyces Ferment Filtrate (Pitera),Butylene Glycol,Pentylene Glycol,Water,Sodium Benzoate,Methylparaben,Sorbic Acid."",1,1,1,0,1"
Moisturizer,COSRX,COSRX AC Collection Lightweight Soothing Moisturizer 250ml,27,4.7,100% Unrefined Sclerocraya Birrea (Marula) Kernel Oil.,1,1,1,1,1
Moisturizer,Clinique,Clinique Turnaround Overnight Revitalizing Moisturizer 250ml,21,4.2,Caprylic/Capric Triglyceride Dicaprylyl Carbonate Squalane Rosa Canina Fruit Oil Oenothera Biennis Oil*,1,1,1,1,1
"Treatment,Clinique,Clinique Even Better Clinical Radical Dark Spot Corrector 56.7g,81,3.9,""Water, Glycerin, Caprylic/ Capric Triglyceride, Isopropyl Isostearate, Pseudozyma Epicola/Camellia Sinensis Seed Oil/Glucose/Glycine Soja Meal*"",1,1,1,1,0"
"Eye Cream,REN Clean Skincare,REN Clean Skincare V-Cense Revitalising Eye Cream 20ml,13,4.7,""Water , Snail Secretion Filtrate , Phenyl Trimethicone , Dimethicone , Butylene Glycol , Butylene Glycol Dicaprylate/Dicaprate , Orbignya Oleifera Seed Oil"",1,0,1,1,1"
"Serum,Sunday Riley,Sunday Riley C.E.O. 15% Vitamin C Brightening Serum 100ml,66,4.7,""Water, Dicaprylyl Carbonate, Glycerin, Cetearyl Alcohol, Cetearyl Olivate, Sorbitan Olivate, Sclerocarya Birrea Seed Oil, Bacillus/Soybean/ Folic Acid Ferment Extract*"",1,1,1,1,1"
Treatment,La Roche-Posay,La Roche-Posay Effaclar Mat Moisturiser 20ml,18,3.8,Caprylic/Capric Triglyceride Dicaprylyl Carbonate Squalane Rosa Canina Fruit Oil Oenothera Biennis Oil.,0,1,1,1,0
"Treatment,Clinique,Clinique All About Eyes Rich 30ml,28,4.5,""Algae (Seaweed) Extract, Mineral Oil, Petrolatum, Glycerin, Isohexadecane, Microcrystalline Wax, Lanolin Alcohol, Citrus Aurantifolia (Lime) Extract, Sesamum Indicum (Sesame) Seed Oil, Eucalyptus Globulus (Eucalyptus) Leaf Oil*"",1,0,1,0,1"
Treatment,Sunday Riley,Sunday Riley UFO Ultra-Clarifying Face Oil 30ml,97,3.6,Caprylic/Capric Triglyceride Dicaprylyl Carbonate Squalane Rosa Canina Fruit Oil Oenothera Biennis Oil.,1,1,1,0,0
"Treatment,REN Clean Skincare,REN Clean Skincare Ready Steady Glow Daily AHA Tonic 56.7g,24,3.9,""Water, Snail Secretion Filtrate, Phenyl Trimethicone, Dimethicone, Butylene Glycol, Butylene Glycol Dicaprylate/Dicaprate, Orbignya Oleifera Seed Oil"",1,1,1,0,0"
"Treatment,Bioderma,Bioderma Hydrabio Gel-Crème 30ml,39,4.1,""Water, Saccharomyces/Camellia Sinensis Leaf/Cladosiphon Okamuranus/Rice Ferment Filtrate*, Dimethicone, Propanediol, Glycerin"",1,0,0,0,0"
"Treatment,Skinceuticals Triple,Skinceuticals Triple Lipid Restore 2:4:2 60ml,72,4.2,""Water, Snail Secretion Filtrate, Phenyl Trimethicone, Dimethicone, Butylene Glycol, Butylene Glycol Dicaprylate/Dicaprate, Orbignya Oleifera Seed Oil."",1,1,1,1,0"
"Cleanser,CeraVe,CeraVe Hydrating Cleanser 60ml,6,4.9,""Algae (Seaweed) Extract, Mineral Oil, Petrolatum, Glycerin, Isohexadecane, Microcrystalline Wax, Lanolin Alcohol, Citrus Aurantifolia (Lime) Extract, Sesamum Indicum (Sesame) Seed Oil, Eucalyptus Globulus (Eucalyptus) Leaf Oil"",1,1,1,1,0"
Moisturizer,Paula's Choice,Paula's Choice EARTH SOURCED Antioxidant-Enriched Natural Moisturizer 60ml,98,4.0,Caprylic/Capric Triglyceride Dicaprylyl Carbonate Squalane Rosa Canina Fruit Oil Oenothera Biennis Oil*,1,0,1,1,0
"Moisturizer,First Aid Beauty,First Aid Beauty Hello FAB Coconut Skin Smoothie Priming Moisturizer 60ml,56,4.7,""Water,Snail Secretion Filtrate,Phenyl Trimethicone,Dimethicone,Butylene Glycol,Butylene Glycol Dicaprylate/Dicaprate,Orbignya Oleifera Seed Oil"",1,0,1,1,0"
Serum,Sunday Riley,Sunday Riley C.E.O. 15% Vitamin C Brightening Serum 250ml,99,4.1,Caprylic/Capric Triglyceride Dicaprylyl Carbonate Squalane Rosa Canina Fruit Oil Oenothera Biennis Oil,0,0,1,1,0
"Treatment,Bioderma,Bioderma Nodé Detox Shampoo 340g,48,4.6,""Water, Saccharomyces/Camellia Sinensis Leaf/Cladosiphon Okamuranus/Rice Ferment Filtrate*, Dimethicone, Propanediol, Glycerin*"",1,1,1,0,0"
"Treatment,Drunk Elephant,Drunk Elephant Virgin Marula Luxury Face Oil 340g,37,3.5,""Water, Lactic Acid, Propanediol, Jojoba Esters, Glycolic Acid, Potassium Hydroxide, Salix Alba (Willow) Bark Extract"",1,1,1,1,0"
"Treatment,REN Clean Skincare,REN Clean Skincare Perfect Canvas Clean Primer 75ml,88,4.2,""Water, Sodium Lauroyl Methyl Isethionate, Glycerin, Cocamidopropyl Betaine, Cocamidopropyl Hydroxysultaine, Sodium Methyl Oleoyl Taurate."",0,1,1,0,0"
"Eye Cream,Estée Lauder,Estée Lauder Resilience Lift Firming & Sculpting Eye Cream 20ml,37,4.0,""Water , Sodium Lauroyl Methyl Isethionate , Glycerin , Cocamidopropyl Betaine , Cocamidopropyl Hydroxysultaine , Sodium Methyl Oleoyl Taurate"",0,0,1,1,0"
"Treatment,REN Clean Skincare,REN Clean Skincare Ready Steady Glow Daily AHA Tonic 340g,100,3.7,""Water , Dicaprylyl Carbonate , Glycerin , Cetearyl Alcohol , Cetearyl Olivate , Sorbitan Olivate , Sclerocarya Birrea Seed Oil , Bacillus/Soybean/ Folic Acid Ferment Extract"",0,0,1,1,0"
"Treatment,The Ordinary,The Ordinary Natural Moisturising Factors + HA 20ml,4,4.2,""Water , Dicaprylyl Carbonate , Glycerin , Cetearyl Alcohol , Cetearyl Olivate , Sorbitan Olivate , Sclerocarya Birrea Seed Oil , Bacillus/Soybean/ Folic Acid Ferment Extract"",1,1,1,0,0"
"Treatment,Estée Lauder,Estée Lauder Re-Nutriv Ultimate Lift Age-Correcting Crème 20ml,99,4.0,""Water,Snail Secretion Filtrate,Phenyl Trimethicone,Dimethicone,Butylene Glycol,Butylene Glycol Dicaprylate/Dicaprate,Orbignya Oleifera Seed Oil"",1,0,1,1,1"
"Treatment,PIXI,Pixi Rose Ceramide Cream 340g,80,4.8,""Galactomyces Ferment Filtrate (Pitera), Butylene Glycol, Pentylene Glycol, Water, Sodium Benzoate, Methylparaben, Sorbic Acid."",1,1,1,1,1"
"Cleanser,CeraVe,CeraVe Hydrating Cleanser 125ml,36,5.0,""Galactomyces Ferment Filtrate (Pitera), Butylene Glycol, Pentylene Glycol, Water, Sodium Benzoate, Methylparaben, Sorbic Acid.*"",1,1,1,0,1"
"Treatment,Olay Regenerist,Olay Regenerist Micro-Sculpting Cream 15ml,51,3.9,""Water, Sodium Lauroyl Methyl Isethionate, Glycerin, Cocamidopropyl Betaine, Cocamidopropyl Hydroxysultaine, Sodium Methyl Oleoyl Taurate *."",1,1,1,1,0"
"Treatment,Clinique,Clinique Moisture Surge 100H Auto-Replenishing Hydrator 125ml,59,5.0,""Galactomyces Ferment Filtrate (Pitera), Butylene Glycol, Pentylene Glycol, Water, Sodium Benzoate, Methylparaben, Sorbic Acid.*"",1,1,1,0,1"
"Treatment,COSRX,COSRX Advanced Snail 96 Mucin Power Essence 150ml,31,3.6,""Algae (Seaweed) Extract,Mineral Oil,Petrolatum,Glycerin,Isohexadecane,Microcrystalline Wax,Lanolin Alcohol,Citrus Aurantifolia (Lime) Extract,Sesamum Indicum (Sesame) Seed Oil,Eucalyptus Globulus (Eucalyptus) Leaf Oil"",1,1,1,1,0"
"Treatment,COSRX,COSRX Oil-Free Ultra-Moisturizing Lotion 56.7g,77,3.9,""Water , Sodium Lauroyl Methyl Isethionate , Glycerin , Cocamidopropyl Betaine , Cocamidopropyl Hydroxysultaine , Sodium Methyl Oleoyl Taurate"",1,1,1,1,1"
"Treatment,Sunday Riley,Sunday Riley UFO Ultra-Clarifying Face Oil 75ml,57,4.6,""Water,Saccharomyces/Camellia Sinensis Leaf/Cladosiphon Okamuranus/Rice Ferment Filtrate*,Dimethicone,Propanediol,Glycerin"",1,1,1,1,0"
"Cleanser,CeraVe,CeraVe Hydrating Cleanser 50ml,19,3.6,""Algae (Seaweed) Extract , Mineral Oil , Petrolatum , Glycerin , Isohexadecane , Microcrystalline Wax , Lanolin Alcohol , Citrus Aurantifolia (Lime) Extract , Sesamum Indicum (Sesame) Seed Oil , Eucalyptus Globulus (Eucalyptus) Leaf Oil"",1,0,1,0,0"
"Serum,La Roche-Posay,La Roche-Posay Hyalu B5 Serum 20ml,11,4.2,""Water, Lactic Acid, Propanediol, Jojoba Esters, Glycolic Acid, Potassium Hydroxide, Salix Alba (Willow) Bark Extract"",1,1,0,1,0"
"Serum,Kiehl's Calendula,Kiehl's Calendula Serum-Infused Water Cream 50ml,7,4.1,""Water, Lactic Acid, Propanediol, Jojoba Esters, Glycolic Acid, Potassium Hydroxide, Salix Alba (Willow) Bark Extract."",1,0,1,0,0"
"Treatment,Neutrogena,Neutrogena Oil-Free Acne Wash 56.7g,3,4.1,""Water,Lactic Acid,Propanediol,Jojoba Esters,Glycolic Acid,Potassium Hydroxide,Salix Alba (Willow) Bark Extract"",1,1,1,1,0"
"Treatment,Avène,Avène XeraCalm A.D Lipid-Replenishing Cream 250ml,107,4.3,""Algae (Seaweed) Extract, Mineral Oil, Petrolatum, Glycerin, Isohexadecane, Microcrystalline Wax, Lanolin Alcohol, Citrus Aurantifolia (Lime) Extract, Sesamum Indicum (Sesame) Seed Oil, Eucalyptus Globulus (Eucalyptus) Leaf Oil*"",0,0,1,0,1"
"Treatment,Kiehl's Clearly,Kiehl's Clearly Corrective Dark Spot Solution 100ml,17,3.8,""Water,Dicaprylyl Carbonate,Glycerin,Cetearyl Alcohol,Cetearyl Olivate,Sorbitan Olivate,Sclerocarya Birrea Seed Oil,Bacillus/Soybean/ Folic Acid Ferment Extract"",1,0,0,0,0"
"Treatment,Murad,Murad Brightening Booster 200ml,28,3.6,""Algae (Seaweed) Extract, Mineral Oil, Petrolatum, Glycerin, Isohexadecane, Microcrystalline Wax, Lanolin Alcohol, Citrus Aurantifolia (Lime) Extract, Sesamum Indicum (Sesame) Seed Oil, Eucalyptus Globulus (Eucalyptus) Leaf Oil*"",1,1,1,1,1"
"Treatment,Sunday Riley,Sunday Riley Tidal Brightening Enzyme Water Cream 60ml,68,3.5,""Water, Sodium Lauroyl Methyl Isethionate, Glycerin, Cocamidopropyl Betaine, Cocamidopropyl Hydroxysultaine, Sodium Methyl Oleoyl Taurate *."",1,0,1,1,1"
"Eye Cream,PIXI,Pixi Skintreats Rose Caviar Eye Cream 50ml,54,4.0,""Galactomyces Ferment Filtrate (Pitera), Butylene Glycol, Pentylene Glycol, Water, Sodium Benzoate, Methylparaben, Sorbic Acid.."",1,1,1,1,0"
"Treatment,Kiehl's Rare,Kiehl's Rare Earth Deep Pore Cleansing Masque 150ml,28,3.7,""Water, Snail Secretion Filtrate, Phenyl Trimethicone, Dimethicone, Butylene Glycol, Butylene Glycol Dicaprylate/Dicaprate, Orbignya Oleifera Seed Oil *."",1,1,1,0,0"
"Treatment,Bioderma,Bioderma Sensibio H2O Micellar Water 56.7g,39,4.5,""Water , Snail Secretion Filtrate , Phenyl Trimethicone , Dimethicone , Butylene Glycol , Butylene Glycol Dicaprylate/Dicaprate , Orbignya Oleifera Seed Oil"",1,1,1,0,0"
"Treatment,First Aid Beauty,First Aid Beauty Ultra Repair Firming Collagen Cream 250ml,73,4.6,""Water, Sodium Lauroyl Methyl Isethionate, Glycerin, Cocamidopropyl Betaine, Cocamidopropyl Hydroxysultaine, Sodium Methyl Oleoyl Taurate"",1,1,1,1,0"
"Cleanser,Estée Lauder,Estée Lauder Perfectly Clean Multi-Action Foam Cleanser 20ml,17,4.7,""Galactomyces Ferment Filtrate (Pitera), Butylene Glycol, Pentylene Glycol, Water, Sodium Benzoate, Methylparaben, Sorbic Acid.."",0,1,1,0,1"
"Treatment,CeraVe,CeraVe AM Facial Moisturising Lotion SPF25 50ml,19,4.9,""Water , Dicaprylyl Carbonate , Glycerin , Cetearyl Alcohol , Cetearyl Olivate , Sorbitan Olivate , Sclerocarya Birrea Seed Oil , Bacillus/Soybean/ Folic Acid Ferment Extract"",1,1,0,0,0"
"Treatment,Olay Regenerist,Olay Regenerist Micro-Sculpting Cream 15ml,115,4.6,""Water, Snail Secretion Filtrate, Phenyl Trimethicone, Dimethicone, Butylene Glycol, Butylene Glycol Dicaprylate/Dicaprate, Orbignya Oleifera Seed Oil *."",1,1,1,1,1"
"Treatment,Murad,Murad Cellular Hydration Barrier Repair Cream 100ml,58,4.1,""Water, Sodium Lauroyl Methyl Isethionate, Glycerin, Cocamidopropyl Betaine, Cocamidopropyl Hydroxysultaine, Sodium Methyl Oleoyl Taurate."",0,1,1,0,0"
"Treatment,Kiehl's Powerful-Strength,Kiehl's Powerful-Strength Line-Reducing Concentrate 100ml,29,4.9,""Water,Snail Secretion Filtrate,Phenyl Trimethicone,Dimethicone,Butylene Glycol,Butylene Glycol Dicaprylate/Dicaprate,Orbignya Oleifera Seed Oil"",1,0,1,1,0"
"Treatment,Sunday Riley,Sunday Riley Ice Ceramide Moisturizing Cream 40ml,23,4.3,""Algae (Seaweed) Extract, Mineral Oil, Petrolatum, Glycerin, Isohexadecane, Microcrystalline Wax, Lanolin Alcohol, Citrus Aurantifolia (Lime) Extract, Sesamum Indicum (Sesame) Seed Oil, Eucalyptus Globulus (Eucalyptus) Leaf Oil*"",1,1,1,0,1"
"Sunscreen,Neutrogena,Neutrogena Ultra Sheer Dry-Touch Sunscreen SPF 50+ 50ml,25,4.9,""Galactomyces Ferment Filtrate (Pitera), Butylene Glycol, Pentylene Glycol, Water, Sodium Benzoate, Methylparaben, Sorbic Acid."",1,0,1,1,1"
"Treatment,Clinique,Clinique Smart Night Custom-Repair Moisturiser 200ml,28,4.5,""Galactomyces Ferment Filtrate (Pitera), Butylene Glycol, Pentylene Glycol, Water, Sodium Benzoate, Methylparaben, Sorbic Acid.."",1,1,1,0,0"
"Serum,La Roche-Posay,La Roche-Posay Retinol B3 Serum 200ml,24,3.5,""Water, Glycerin, Caprylic/ Capric Triglyceride, Isopropyl Isostearate, Pseudozyma Epicola/Camellia Sinensis Seed Oil/Glucose/Glycine Soja Meal"",0,0,1,0,1"
"Serum,La Roche-Posay,La Roche-Posay Retinol B3 Serum 125ml,66,3.9,""Water, Glycerin, Caprylic/ Capric Triglyceride, Isopropyl Isostearate, Pseudozyma Epicola/Camellia Sinensis Seed Oil/Glucose/Glycine Soja Meal."",0,1,1,1,0"
"Serum,Olay Regenerist,Olay Regenerist Collagen Peptide24 Serum 150ml,44,4.6,""Water, Dicaprylyl Carbonate, Glycerin, Cetearyl Alcohol, Cetearyl Olivate, Sorbitan Olivate, Sclerocarya Birrea Seed Oil, Bacillus/Soybean/ Folic Acid Ferment Extract *."",0,0,0,1,0"
"Treatment,COSRX,COSRX Advanced Snail 96 Mucin Power Essence 75ml,107,4.1,""Water, Dicaprylyl Carbonate, Glycerin, Cetearyl Alcohol, Cetearyl Olivate, Sorbitan Olivate, Sclerocarya Birrea Seed Oil, Bacillus/Soybean/ Folic Acid Ferment Extract*"",1,1,1,1,1"
"Treatment,Sunday Riley,Sunday Riley Tidal Brightening Enzyme Water Cream 75ml,102,4.0,""Galactomyces Ferment Filtrate (Pitera) , Butylene Glycol , Pentylene Glycol , Water , Sodium Benzoate , Methylparaben , Sorbic Acid."",1,0,1,1,1"
Treatment,Sunday Riley,Sunday Riley UFO Ultra-Clarifying Face Oil 250ml,91,4.1,Caprylic/Capric Triglyceride Dicaprylyl Carbonate Squalane Rosa Canina Fruit Oil Oenothera Biennis Oil *.,1,1,1,0,0
"Treatment,Neutrogena,Neutrogena Rapid Wrinkle Repair Retinol Cream 40ml,32,4.5,""Water, Saccharomyces/Camellia Sinensis Leaf/Cladosiphon Okamuranus/Rice Ferment Filtrate*, Dimethicone, Propanediol, Glycerin*"",1,1,1,0,0"
"Treatment,Neutrogena,Neutrogena Norwegian Formula Face Cream 125ml,28,3.5,""Galactomyces Ferment Filtrate (Pitera), Butylene Glycol, Pentylene Glycol, Water, Sodium Benzoate, Methylparaben, Sorbic Acid. *."",0,1,1,1,0"
"Treatment,REN Clean Skincare,REN Clean Skincare Ready Steady Glow Daily AHA Tonic 30g,40,4.1,""Water, Lactic Acid, Propanediol, Jojoba Esters, Glycolic Acid, Potassium Hydroxide, Salix Alba (Willow) Bark Extract"",1,1,1,0,0"
"Treatment,Bioderma,Bioderma Sebium Pore Refiner 15ml,42,4.8,""Water, Dicaprylyl Carbonate, Glycerin, Cetearyl Alcohol, Cetearyl Olivate, Sorbitan Olivate, Sclerocarya Birrea Seed Oil, Bacillus/Soybean/ Folic Acid Ferment Extract *."",1,0,1,0,0"
"Cleanser,CeraVe,CeraVe Hydrating Cleanser 75ml,31,4.7,""Galactomyces Ferment Filtrate (Pitera) , Butylene Glycol , Pentylene Glycol , Water , Sodium Benzoate , Methylparaben , Sorbic Acid."",1,1,1,1,0"
"Serum,La Roche-Posay,La Roche-Posay Hyalu B5 Serum 50ml,113,3.7,""Water,Lactic Acid,Propanediol,Jojoba Esters,Glycolic Acid,Potassium Hydroxide,Salix Alba (Willow) Bark Extract"",1,0,1,0,0"
